gtd_gname,year,suicide,name,base,cow_id1,tios_groupid,gtd_countrycode,marob_orgid,acled_name1,acled_name2,acled_name3,acled_name4,acled_name5,acled_name6,acled_name7,acled_name8,groupid,church,clinic,court,cultural,financial,foodbank,hospital,loan,madrassa,medic,medical,microloan,militia,minister,mosque,news,party,police,radio,reconstruction,school,septic,shadow,social,sport,teacher,trash,religion,infrastructure,health,education,finance,security,religionmean,infrastructuremean,healthmean,educationmean,financemean,securitymean,socialmean,total,totalmean,churchdich,madrassadich,ministerdich,mosquedich,reconstructiondich,septicdich,trashdich,clinicdich,hospitaldich,medicdich,schooldich,teacherdich,loandich,microloandich,militiadich,culturaldich,socialdich,sportdich,courtdich,newsdich,radiodich,eduhealthdiversity,numgroups,educationdich,healthdich,totdivcount,society,societymean,artcount,words,sentences
Communist Party of Nepal- Maoist (CPN-M),2004,0,Communist Party of Nepal-Maoist (CPN-M),"India, Nepal",750,21.0,92,,,,,,,,,,21,0,1,72,0,0,0,0,8,0,13,0,0,18,0,0,80,0,0,58,0,125,0,2,19060,6,89,0,0,0,14,214,8,18,0.0,0.0,4.6666665,107.0,4.0,18,6353.3335,19338,966.9000199999999,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,19,1,1,11,19066,6355.3335,380,160747,4063
Communist Party of Nepal- Maoist (CPN-M),2005,0,Communist Party of Nepal-Maoist (CPN-M),"India, Nepal",750,21.0,92,,,,,,,,,,21,1,1,56,0,0,0,0,4,0,6,0,0,9,0,0,99,0,0,41,0,74,0,0,2,4,53,0,1,0,7,127,4,9,0.2,0.0,2.3333333,63.5,2.0,9,0.66666669,162,8.1000004,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,20,1,1,12,6,2.0,181,110258,2870
Communist Party of Nepal- Maoist (CPN-M),2006,0,Communist Party of Nepal-Maoist (CPN-M),"India, Nepal",750,21.0,92,,,,,,,,,,21,7,1,249,0,0,0,0,10,0,20,0,0,53,0,0,694,0,0,292,0,91,0,2,5676,4,57,0,7,0,21,148,10,53,1.4,0.0,7.0,74.0,5.0,53,1892.0,5994,299.70001,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,20,1,1,12,5680,1893.3334,659,433389,12884
Communist Party of Nepal- Maoist (CPN-M),2008,0,Communist Party of Nepal-Maoist (CPN-M),"India, Nepal",750,21.0,92,,,,,,,,,,21,1,0,157,0,0,0,0,16,0,26,0,0,3,0,0,116,0,0,86,0,72,0,0,14800,10,27,0,1,0,26,99,16,3,0.2,0.0,8.666667,49.5,8.0,3,4933.3335,14980,749.0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,2,19,1,0,11,14810,4936.6665,561,380720,11970
Continuity Irish Republican Army (CIRA),1996,0,Continuity Irish Republican Army (CIRA),"Ireland, Northern Ireland (UK), United Kingdom",205,383.0,96,,,,,,,,,,383,12,0,12,0,0,0,0,0,0,11,0,0,0,0,0,63,0,0,11,0,4,0,1,156,4,0,0,12,0,11,4,0,0,2.4000001,0.0,3.6666667,2.0,0.0,0,52.0,188,9.3999996,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,4,1,0,8,160,53.33333199999999,74,46369,1720
Continuity Irish Republican Army (CIRA),1997,0,Continuity Irish Republican Army (CIRA),"Ireland, Northern Ireland (UK), United Kingdom",205,383.0,96,,,,,,,,,,383,13,1,18,0,0,0,0,0,0,0,0,0,0,0,0,213,0,0,8,0,19,0,8,3,1,1,0,13,0,1,20,0,0,2.5999999,0.0,0.33333334,10.0,0.0,0,1.0,41,2.05,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,3,5,1,1,9,4,1.3333334,227,140256,5170
Continuity Irish Republican Army (CIRA),1998,0,Continuity Irish Republican Army (CIRA),"Ireland, Northern Ireland (UK), United Kingdom",205,383.0,96,,,,,,,,,,383,3,0,5,0,0,0,0,1,0,0,0,0,1,0,0,78,0,0,6,0,0,0,10,2,0,0,0,3,0,0,0,1,1,0.60000002,0.0,0.0,0.0,0.5,1,0.66666669,7,0.34999999,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,5,0,0,7,2,0.66666669,95,75322,2778
Continuity Irish Republican Army (CIRA),1999,0,Continuity Irish Republican Army (CIRA),"Ireland, Northern Ireland (UK), United Kingdom",205,383.0,96,,,,,,,,,,383,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.33333334,1,0.050000000999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,5,0,0,3,1,0.33333334,9,5072,171
Continuity Irish Republican Army (CIRA),2000,0,Continuity Irish Republican Army (CIRA),"Ireland, Northern Ireland (UK), United Kingdom",205,383.0,96,,,,,,,,,,383,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2052,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,684.0,2052,102.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,5,0,0,3,2052,684.0,2,497,16
Continuity Irish Republican Army (CIRA),2001,0,Continuity Irish Republican Army (CIRA),"Ireland, Northern Ireland (UK), United Kingdom",205,383.0,96,,,,,,,,,,383,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,1528,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1,509.33334,1529,76.449997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,5,0,0,4,1528,509.33334,11,12533,418
Continuity Irish Republican Army (CIRA),2002,0,Continuity Irish Republican Army (CIRA),"Ireland, Northern Ireland (UK), United Kingdom",205,383.0,96,,,,,,,,,,383,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,1,0,0,1517,0,0,0,1,0,0,1,0,0,0.2,0.0,0.0,0.5,0.0,0,505.66666,1519,75.949997,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,5,1,0,6,1517,505.66666,4,6865,299
Continuity Irish Republican Army (CIRA),2003,0,Continuity Irish Republican Army (CIRA),"Ireland, Northern Ireland (UK), United Kingdom",205,383.0,96,,,,,,,,,,383,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,15,0,0,1,0,1,0,1,1,0,0.0,0.33333334,0.0,0.5,0.5,0,5.0,19,0.94999999,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,5,1,0,6,15,5.0,4,6189,243
Continuity Irish Republican Army (CIRA),2007,0,Continuity Irish Republican Army (CIRA),"Ireland, Northern Ireland (UK), United Kingdom",205,383.0,96,,,,,,,,,,383,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,756,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,252.0,760,38.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,5,0,0,3,756,252.0,1,1150,45
Continuity Irish Republican Army (CIRA),2008,0,Continuity Irish Republican Army (CIRA),"Ireland, Northern Ireland (UK), United Kingdom",205,383.0,96,,,,,,,,,,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,4.6666665,14,0.69999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,1,14,4.6666665,3,2988,89
Continuity Irish Republican Army (CIRA),2009,0,Continuity Irish Republican Army (CIRA),"Ireland, Northern Ireland (UK), United Kingdom",205,383.0,96,,,,,,,,,,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,4,0,0,0,0,0,0,3,0,0,0.0,0.0,0.0,1.5,0.0,0,1.3333334,7,0.34999999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,5,1,0,3,4,1.3333334,4,3289,131
Croatian Freedom Fighters,1979,0,Croatian Freedom Fighters (CFF),United States,2,140.0,217,,,,,,,,,,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3175,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1058.3334,3175,158.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,1,3175,1058.3334,1,152,6
Croatian Freedom Fighters,1980,0,Croatian Freedom Fighters (CFF),United States,2,140.0,217,,,,,,,,,,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1320,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,440.0,1320,66.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,7,0,0,2,1320,440.0,5,2706,104
Dagestani Shari'ah Jamaat,2005,0,Dagestani Shari�ah Jamaat,"Chechnya, Russia",365,,167,,,,,,,,,,260,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,2,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0.80000001,0.0,0.0,0.0,0.0,0,0.33333334,5,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,4,1,0.33333334,12,7537,257
Dagestani Shari'ah Jamaat,2008,0,Dagestani Shari�ah Jamaat,"Chechnya, Russia",365,,167,,,,,,,,,,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.66666669,2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,2,0.66666669,4,1238,35
Dagestani Shari'ah Jamaat,2010,0,Dagestani Shari�ah Jamaat,"Chechnya, Russia",365,,167,,,,,,,,,,260,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,54,0,0,3,0,11,0,0,5676,1,6,0,0,0,1,17,0,0,0.0,0.0,0.33333334,8.5,0.0,0,1892.0,5695,284.75,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,2,0,1,0,8,5677,1892.3334,53,32150,1248
Democratic Front for the Liberation of Palestine (DFLP),1974,0,Democratic Front for the Liberation of Palestine (DFLP),"Israel, West Bank/Gaza",666,78.0,97,6660302.0,,,,,,,,,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,18453,0,0,0,0,0,0,4,0,0,0.0,0.0,0.0,2.0,0.0,0,6151.0,18457,922.8499800000001,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,5,1,0,3,18453,6151.0,11,3165,112
Democratic Front for the Liberation of Palestine (DFLP),1975,0,Democratic Front for the Liberation of Palestine (DFLP),"Israel, West Bank/Gaza",666,78.0,97,6660302.0,,,,,,,,,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,21362,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,7120.6665,21362,1068.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,5,0,0,3,21362,7120.6665,3,1687,65
Democratic Front for the Liberation of Palestine (DFLP),1977,0,Democratic Front for the Liberation of Palestine (DFLP),"Israel, West Bank/Gaza",666,78.0,97,6660302.0,,,,,,,,,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,5402,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1800.6666,5402,270.10001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,5,0,0,3,5402,1800.6666,9,9204,321
Democratic Front for the Liberation of Palestine (DFLP),1979,0,Democratic Front for the Liberation of Palestine (DFLP),"Israel, West Bank/Gaza",666,78.0,97,6660302.0,,,,,,,,,78,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,11,0,1,0,1,10772,0,0,0,0,0,0,1,0,1,0.0,0.0,0.0,0.5,0.0,1,3590.6667,10774,538.7000099999999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,7,1,0,5,10772,3590.6667,22,16132,536
Democratic Front for the Liberation of Palestine (DFLP),1981,0,Democratic Front for the Liberation of Palestine (DFLP),"Israel, West Bank/Gaza",666,78.0,97,6660302.0,,,,,,,,,78,2,1,0,0,0,0,0,0,0,2,0,0,11,0,0,15,0,0,24,0,0,0,1,756,2,1,0,2,0,3,1,0,11,0.40000001,0.0,1.0,0.5,0.0,11,252.0,775,38.75,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,1,2,9,1,1,9,758,252.66667,50,42896,1462
Democratic Front for the Liberation of Palestine (DFLP),1982,0,Democratic Front for the Liberation of Palestine (DFLP),"Israel, West Bank/Gaza",666,78.0,97,6660302.0,,,,,,,,,78,2,0,1,0,0,0,0,0,0,2,0,0,20,0,0,37,0,0,41,0,8,0,0,12595,2,1,0,2,0,2,9,0,20,0.40000001,0.0,0.66666669,4.5,0.0,20,4198.3335,12630,631.5,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,2,7,1,0,10,12597,4199.0,95,79111,2678
Democratic Front for the Liberation of Palestine (DFLP),1984,0,Democratic Front for the Liberation of Palestine (DFLP),"Israel, West Bank/Gaza",666,78.0,97,6660302.0,,,,,,,,,78,1,0,1,0,0,0,0,0,0,2,0,0,22,0,0,47,0,0,63,0,1,0,1,7660,8,1,0,1,0,2,2,0,22,0.2,0.0,0.66666669,1.0,0.0,22,2553.3333,7695,384.75,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,2,7,1,0,10,7668,2556.0,103,74294,2470
Democratic Front for the Liberation of Palestine (DFLP),1985,0,Democratic Front for the Liberation of Palestine (DFLP),"Israel, West Bank/Gaza",666,78.0,97,6660302.0,,,,,,,,,78,0,1,10,0,0,0,0,0,0,3,0,0,32,0,0,39,0,0,52,0,3,0,0,3,2,0,0,0,0,4,3,0,32,0.0,0.0,1.3333334,1.5,0.0,32,1.0,44,2.2,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,2,9,1,1,9,5,1.6666666,71,46965,1574
Democratic Front for the Liberation of Palestine (DFLP),1989,0,Democratic Front for the Liberation of Palestine (DFLP),"Israel, West Bank/Gaza",666,78.0,97,6660302.0,,,,,,,,,78,0,5,69,0,0,0,0,1,0,10,0,0,25,0,0,154,0,0,42,0,35,0,3,8411,1,13,0,0,0,15,48,1,25,0.0,0.0,5.0,24.0,0.5,25,2803.6667,8516,425.79999000000004,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,11,1,1,11,8412,2804.0,190,135486,4549
Democratic Front for the Liberation of Palestine (DFLP),1990,0,Democratic Front for the Liberation of Palestine (DFLP),"Israel, West Bank/Gaza",666,78.0,97,6660302.0,,,,,,,,,78,3,3,9,0,0,0,0,0,0,3,0,0,7,0,0,113,0,0,31,0,8,0,4,19060,0,2,0,3,0,6,10,0,7,0.60000002,0.0,2.0,5.0,0.0,7,6353.3335,19088,954.4000199999999,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,1,1,3,10,1,1,10,19060,6353.3335,148,107303,3662
Democratic Front for the Liberation of Palestine (DFLP),1991,0,Democratic Front for the Liberation of Palestine (DFLP),"Israel, West Bank/Gaza",666,78.0,97,6660302.0,,,,,,,,,78,10,1,21,0,0,0,0,5,0,6,0,0,76,0,0,243,0,0,129,0,29,0,1,12589,2,1,0,10,0,7,30,5,76,2.0,0.0,2.3333333,15.0,2.5,76,4196.3335,12725,636.25,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,9,1,1,12,12591,4197.0,290,218434,7653
Democratic Front for the Liberation of Palestine (DFLP),1992,0,Democratic Front for the Liberation of Palestine (DFLP),"Israel, West Bank/Gaza",666,78.0,97,6660302.0,,,,,,,,,78,21,2,18,0,0,0,0,11,0,6,0,0,5,0,0,68,0,0,52,0,18,0,0,14095,0,5,0,21,0,8,23,11,5,4.1999998,0.0,2.6666667,11.5,5.5,5,4698.3335,14165,708.25,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,3,11,1,1,11,14095,4698.3335,128,91285,3114
Democratic Front for the Liberation of Palestine (DFLP),1994,0,Democratic Front for the Liberation of Palestine (DFLP),"Israel, West Bank/Gaza",666,78.0,97,6660302.0,,,,,,,,,78,5,0,11,0,0,0,0,1,0,3,0,0,6,0,0,135,0,0,114,0,22,0,1,7505,7,6,0,5,0,3,28,1,6,1.0,0.0,1.0,14.0,0.5,6,2501.6667,7558,377.89999,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,2,12,1,0,11,7512,2504.0,206,125825,4095
Democratic Front for the Liberation of Palestine (DFLP),2001,0,Democratic Front for the Liberation of Palestine (DFLP),"Israel, West Bank/Gaza",666,78.0,97,6660302.0,,,,,,,,,78,8,7,151,0,0,0,0,3,0,18,0,0,24,0,0,194,0,0,59,0,45,0,5,5033,2,9,1,8,1,25,54,3,24,1.6,0.33333334,8.333333,27.0,1.5,24,1677.6666,5151,257.54999,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,14,1,1,13,5035,1678.3334,224,211730,8721
Democratic Front for the Liberation of Palestine (DFLP),2002,0,Democratic Front for the Liberation of Palestine (DFLP),"Israel, West Bank/Gaza",666,78.0,97,6660302.0,,,,,,,,,78,39,0,38,0,0,0,0,1,0,21,0,0,23,0,0,203,0,0,51,0,43,0,3,15,0,3,0,39,0,21,46,1,23,7.8000002,0.0,7.0,23.0,0.5,23,5.0,146,7.3000002,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,1,1,2,14,1,0,10,15,5.0,234,196681,6842
Democratic Front for the Liberation of Palestine (DFLP),2003,1,Democratic Front for the Liberation of Palestine (DFLP),"Israel, West Bank/Gaza",666,78.0,97,6660302.0,,,,,,,,,78,2,0,34,0,0,0,0,4,0,8,0,0,15,0,0,136,0,0,67,0,17,0,0,2669,2,4,0,2,0,8,21,4,15,0.40000001,0.0,2.6666667,10.5,2.0,15,889.66669,2724,136.2,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,2,15,1,0,11,2671,890.33331,229,177664,6302
Democratic Front for the Liberation of Palestine (DFLP),2006,0,Democratic Front for the Liberation of Palestine (DFLP),"Israel, West Bank/Gaza",666,78.0,97,6660302.0,,,,,,,,,78,18,0,23,0,0,0,0,1,0,13,0,0,18,0,0,315,0,0,42,0,20,0,5,1321,11,8,0,18,0,13,28,1,18,3.5999999,0.0,4.3333335,14.0,0.5,18,440.33334,1422,71.099998,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,2,16,1,0,11,1332,444.0,220,213989,6857
Democratic Front for the Liberation of Palestine (DFLP),2008,0,Democratic Front for the Liberation of Palestine (DFLP),"Israel, West Bank/Gaza",666,78.0,97,6660302.0,,,,,,,,,78,1,1,16,0,0,0,0,0,0,28,0,0,6,0,0,289,0,0,5,0,12,0,3,1517,1,1,0,1,0,29,13,0,6,0.2,0.0,9.666667,6.5,0.0,6,505.66666,1567,78.349998,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,3,14,1,1,11,1518,506.0,199,163163,4550
Democratic Front for the Liberation of Palestine (DFLP),2009,0,Democratic Front for the Liberation of Palestine (DFLP),"Israel, West Bank/Gaza",666,78.0,97,6660302.0,,,,,,,,,78,9,0,5,0,0,0,0,4,0,10,0,0,1,0,0,115,0,0,3,0,23,0,0,37,1,6,0,9,0,10,29,4,1,1.8,0.0,3.3333333,14.5,2.0,1,12.333333,91,4.5500002,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,2,14,1,0,11,38,12.666667,110,97273,2842
Democratic Front for the Liberation of Palestine (DFLP),2011,0,Democratic Front for the Liberation of Palestine (DFLP),"Israel, West Bank/Gaza",666,78.0,97,6660302.0,,,,,,,,,78,13,0,13,0,0,0,0,2,0,2,0,0,1,0,0,192,0,0,7,0,13,0,0,17189,1,1,0,13,0,2,14,2,1,2.5999999,0.0,0.66666669,7.0,1.0,1,5729.6665,17232,861.5999800000001,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,2,15,1,0,11,17190,5730.0,124,85562,2294
Dima Halao Daoga (DHD),2009,0,Dima Halam Daoga (DHD),India,750,65.0,92,,,,,,,,,,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5145,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1715.0,5145,257.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,18,0,0,2,5145,1715.0,2,888,29
Dukhta-ran-e-Millat,1995,0,Dukhtaran-e-Millat,"India, Kashmir",750,347.0,92,,,,,,,,,,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0,0,0,7660,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2553.3333,7660,383.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,13,0,0,3,7660,2553.3333,4,1501,53
Eastern Turkistan Islamic Movement (ETIM),2008,1,Eastern Turkistan Islamic Movement (ETIM),China,204,244.0,44,,,,,,,,,,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,1,0,0,929,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.5,0.0,0,309.66666000000004,930,46.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,2,1,0,3,929,309.66666000000004,11,7986,270
Eritrean Liberation Front,1970,0,Eritrean Liberation Front,"Eritrea, Ethiopia",531,296.0,63,,,,,,,,,,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.66666669,2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0.66666669,5,611,1
Eritrean Liberation Front,1971,0,Eritrean Liberation Front,"Eritrea, Ethiopia",531,296.0,63,,,,,,,,,,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5996,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1998.6666,5996,299.79999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2,5996,1998.6666,7,904,1
Eritrean Liberation Front,1973,0,Eritrean Liberation Front,"Eritrea, Ethiopia",531,296.0,63,,,,,,,,,,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8411,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2803.6667,8411,420.54999000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2,8411,2803.6667,3,555,1
Eritrean Liberation Front,1974,0,Eritrean Liberation Front,"Eritrea, Ethiopia",531,296.0,63,,,,,,,,,,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5855,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.5,0.0,0,1951.6666,5856,292.79999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,4,5855,1951.6666,36,5284,175
Eritrean Liberation Front,1975,0,Eritrean Liberation Front,"Eritrea, Ethiopia",531,296.0,63,,,,,,,,,,296,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,14800,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.5,0,4933.3335,14802,740.09998,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,5,14801,4933.6665,86,14115,477
Eritrean Liberation Front,1976,0,Eritrean Liberation Front,"Eritrea, Ethiopia",531,296.0,63,,,,,,,,,,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,12.333333,37,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2,37,12.333333,7,2708,100
Eritrean Liberation Front,1977,0,Eritrean Liberation Front,"Eritrea, Ethiopia",531,296.0,63,,,,,,,,,,296,0,1,0,0,0,0,0,3,0,1,0,0,3,0,0,16,0,0,9,0,8,0,0,12595,0,3,0,0,0,2,11,3,3,0.0,0.0,0.66666669,5.5,1.5,3,4198.3335,12615,630.75,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,1,1,3,2,1,1,9,12595,4198.3335,50,36173,1200
Eritrean Liberation Front,1978,0,Eritrean Liberation Front,"Eritrea, Ethiopia",531,296.0,63,,,,,,,,,,296,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,4,0,0,0,0,4434,0,0,0,2,0,0,0,0,0,0.40000001,0.0,0.0,0.0,0.0,0,1478.0,4436,221.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,0,4,4434,1478.0,35,13352,410
Eritrean Liberation Front,1979,0,Eritrean Liberation Front,"Eritrea, Ethiopia",531,296.0,63,,,,,,,,,,296,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,27,0,0,7,0,2,0,0,1528,0,0,0,0,0,0,2,0,1,0.0,0.0,0.0,1.0,0.0,1,509.33334,1531,76.550003,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,2,1,0,5,1528,509.33334,43,15764,452
Eritrean Liberation Front,1992,0,Eritrean Liberation Front,"Eritrea, Ethiopia",531,296.0,63,,,,,,,,,,296,0,0,18,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,1.5,0,6.3333335,22,1.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,2,0,0,4,19,6.3333335,8,7678,269
Eritrean Peoples Liberation Front,1989,0,Eritrean People's Liberation Front,"Eritrea, Ethiopia",531,215.0,63,,,,,,,,,,215,13,1,12,0,0,0,0,2,0,11,0,0,3,0,0,127,0,0,119,0,23,0,3,5855,1,6,0,13,0,12,29,2,3,2.5999999,0.0,4.0,14.5,1.0,3,1951.6666,5917,295.85001,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,2,1,1,12,5856,1952.0,185,146564,5402
