gtd_gname,year,suicide,name,base,cow_id1,tios_groupid,gtd_countrycode,marob_orgid,acled_name1,acled_name2,acled_name3,acled_name4,acled_name5,acled_name6,acled_name7,acled_name8,groupid,church,clinic,court,cultural,financial,foodbank,hospital,loan,madrassa,medic,medical,microloan,militia,minister,mosque,news,party,police,radio,reconstruction,school,septic,shadow,social,sport,teacher,trash,religion,infrastructure,health,education,finance,security,religionmean,infrastructuremean,healthmean,educationmean,financemean,securitymean,socialmean,total,totalmean,churchdich,madrassadich,ministerdich,mosquedich,reconstructiondich,septicdich,trashdich,clinicdich,hospitaldich,medicdich,schooldich,teacherdich,loandich,microloandich,militiadich,culturaldich,socialdich,sportdich,courtdich,newsdich,radiodich,eduhealthdiversity,numgroups,educationdich,healthdich,totdivcount,society,societymean,artcount,words,sentences
Revolutionary Worker Clandestine Union of the People Party (PROCUP),1991,0,Revolutionary Worker Clandestine Union of the People Party,Mexico,70,93.0,130,,,,,,,,,,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,19060,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,6353.3335,19060,953.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,3,19060,6353.3335,1,514,16
Revolutionary Workers' Council (Kakurokyo),1979,0,Kakurokyo,Japan,740,294.0,101,,,,,,,,,,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13888,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,4629.3335,13888,694.40002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,2,13888,4629.3335,1,159,5
Revolutionary Workers' Council (Kakurokyo),1986,0,Kakurokyo,Japan,740,294.0,101,,,,,,,,,,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.5,0.0,0,0.33333334,2,0.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,2,1,0,4,1,0.33333334,3,2681,142
Revolutionary Workers' Council (Kakurokyo),1987,0,Kakurokyo,Japan,740,294.0,101,,,,,,,,,,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12595,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,4198.3335,12595,629.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,2,12595,4198.3335,2,287,7
Revolutionary Workers' Council (Kakurokyo),1989,0,Kakurokyo,Japan,740,294.0,101,,,,,,,,,,294,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5676,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1892.0,5676,283.79999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2,0,0,4,5676,1892.0,2,1637,66
Revolutionary Workers' Council (Kakurokyo),1990,0,Kakurokyo,Japan,740,294.0,101,,,,,,,,,,294,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0.0,0.33333334,0.0,0.0,0.0,0,0.66666669,3,0.15000001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,3,2,0.66666669,4,2529,93
Revolutionary Workers' Council (Kakurokyo),1992,0,Kakurokyo,Japan,740,294.0,101,,,,,,,,,,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5145,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1715.0,5145,257.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,5145,1715.0,1,434,19
Revolutionary Workers' Council (Kakurokyo),1998,0,Kakurokyo,Japan,740,294.0,101,,,,,,,,,,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2052,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,684.0,2052,102.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,2,2052,684.0,2,588,16
Revolutionary Workers' Council (Kakurokyo),2003,0,Kakurokyo,Japan,740,294.0,101,,,,,,,,,,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19060,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,6353.3335,19060,953.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,19060,6353.3335,1,388,11
Riyadus-Salikhin Reconnaissance and Sabotage Battalion of Chechen Martyrs,2004,3,Riyad us-Saliheyn Martyrs' Brigade,"Chechnya, Russia",365,242.0,167,,,,,,,,,,242,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,15124,0,1,0,0,0,0,1,0,1,0.0,0.0,0.0,0.5,0.0,1,5041.3335,15126,756.2999900000001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1,1,0,5,15124,5041.3335,4,5095,230
Riyadus-Salikhin Reconnaissance and Sabotage Battalion of Chechen Martyrs,2011,0,Riyad us-Saliheyn Martyrs' Brigade,"Chechnya, Russia",365,242.0,167,,,,,,,,,,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21362,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,7120.6665,21362,1068.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2,21362,7120.6665,1,576,21
Runda Kumpulan Kecil (RKK),2008,0,Runda Kumpalan Kecil (RKK),Thailand,800,228.0,205,,,,,,,,,,228,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,1,0,20,0,0,156,0,31,0,0,0,0,51,0,1,0.0,0.0,0.0,25.5,0.0,1,52.0,208,10.4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,2,2,1,0,7,156,52.0,37,18078,636
Runda Kumpulan Kecil (RKK),2009,0,Runda Kumpalan Kecil (RKK),Thailand,800,228.0,205,,,,,,,,,,228,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,1321,0,3,0,0,0,0,7,0,0,0.0,0.0,0.0,3.5,0.0,0,440.33334,1328,66.400002,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,2,3,1,0,5,1321,440.33334,16,7639,259
Runda Kumpulan Kecil (RKK),2010,0,Runda Kumpalan Kecil (RKK),Thailand,800,228.0,205,,,,,,,,,,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,3175,2,8,0,0,0,0,16,0,0,0.0,0.0,0.0,8.0,0.0,0,1058.3334,3193,159.64999,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,2,3,1,0,5,3177,1059.0,17,7899,257
Runda Kumpulan Kecil (RKK),2011,0,Runda Kumpalan Kecil (RKK),Thailand,800,228.0,205,,,,,,,,,,228,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,5,0,0,929,0,11,5,0,5,0,16,0,0,0.0,1.6666666,0.0,8.0,0.0,0,309.66666000000004,950,47.5,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,2,3,1,0,7,929,309.66666000000004,32,16199,559
Runda Kumpulan Kecil (RKK),2012,0,Runda Kumpalan Kecil (RKK),Thailand,800,228.0,205,,,,,,,,,,228,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,25,0,0,1517,0,29,0,0,0,6,54,0,0,0.0,0.0,2.0,27.0,0.0,0,505.66666,1577,78.849998,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,3,3,1,1,6,1517,505.66666,18,11635,378
Runda Kumpulan Kecil (RKK),2013,0,Runda Kumpalan Kecil (RKK),Thailand,800,228.0,205,,,,,,,,,,228,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,1,0,16,0,1,2736,0,12,0,0,0,0,28,0,2,0.0,0.0,0.0,14.0,0.0,2,912.0,2767,138.35001,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,2,3,1,0,7,2736,912.0,7,6911,264
Saif-ul-Muslimeen,2003,0,Saif-ul-Muslimeen,Afghanistan,700,123.0,4,,,,,,,,,,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5676,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1892.0,5676,283.79999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,13,0,0,2,5676,1892.0,3,612,16
Salafia Jihadia,2003,5,Salafia Jihadia,Morocco,600,206.0,136,,,,,,,,,,206,1,0,156,0,0,0,0,0,0,3,0,0,0,0,0,236,0,0,39,0,8,0,4,4,0,1,0,1,0,3,9,0,0,0.2,0.0,1.0,4.5,0.0,0,1.3333334,17,0.85000002,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,2,1,1,0,8,4,1.3333334,97,50152,1399
Salafist Group for Preaching and Fighting (GSPC),1999,0,Salafist Group for Call and Combat (GSPC),Algeria,615,145.0,6,,GSPC: Salafist Group for Call and Combat,,,,,,,,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5402,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1800.6666,5402,270.10001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5402,1800.6666,8,4050,125
Salafist Group for Preaching and Fighting (GSPC),2000,0,Salafist Group for Call and Combat (GSPC),Algeria,615,145.0,6,,GSPC: Salafist Group for Call and Combat,,,,,,,,145,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,6,0,1,0,0,1,0,0,0,0,0,0,1,0,2,0.0,0.0,0.0,0.5,0.0,2,0.33333334,4,0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,5,1,0.33333334,21,8592,214
Salafist Group for Preaching and Fighting (GSPC),2001,0,Salafist Group for Call and Combat (GSPC),Algeria,615,145.0,6,,GSPC: Salafist Group for Call and Combat,,,,,,,,145,1,8,26,0,0,0,0,0,0,1,0,0,6,0,0,51,0,0,4,0,9,0,1,2,0,1,0,1,0,9,10,0,6,0.2,0.0,3.0,5.0,0.0,6,0.66666669,29,1.45,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,1,1,3,0,1,1,10,2,0.66666669,84,77061,2807
Salafist Group for Preaching and Fighting (GSPC),2002,0,Salafist Group for Call and Combat (GSPC),Algeria,615,145.0,6,,GSPC: Salafist Group for Call and Combat,,,,,,,,145,2,0,26,0,0,0,0,0,0,3,0,0,6,0,0,59,0,0,11,0,9,0,0,3,0,2,0,2,0,3,11,0,6,0.40000001,0.0,1.0,5.5,0.0,6,1.0,26,1.3,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,2,0,1,0,9,3,1.0,106,59972,1945
Salafist Group for Preaching and Fighting (GSPC),2003,0,Salafist Group for Call and Combat (GSPC),Algeria,615,145.0,6,,GSPC: Salafist Group for Call and Combat,,,,,,,,145,0,0,29,0,0,0,0,0,1,6,0,0,2,0,0,65,0,0,17,0,10,0,5,14,3,2,0,1,0,6,12,0,2,0.2,0.0,2.0,6.0,0.0,2,4.6666665,41,2.05,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,2,0,1,0,10,17,5.6666665,127,70641,2339
Salafist Group for Preaching and Fighting (GSPC),2004,0,Salafist Group for Call and Combat (GSPC),Algeria,615,145.0,6,,GSPC: Salafist Group for Call and Combat,,,,,,,,145,2,1,28,0,0,0,0,0,0,9,0,0,3,0,0,39,0,0,9,0,3,0,2,5676,2,1,0,2,0,10,4,0,3,0.40000001,0.0,3.3333333,2.0,0.0,3,1892.0,5697,284.85001,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,3,0,1,1,11,5678,1892.6666,107,61358,1845
Salafist Group for Preaching and Fighting (GSPC),2005,0,Salafist Group for Call and Combat (GSPC),Algeria,615,145.0,6,,GSPC: Salafist Group for Call and Combat,,,,,,,,145,1,0,47,0,0,0,0,0,0,0,0,0,2,0,0,189,0,0,39,0,10,0,5,5996,1,0,0,1,0,0,10,0,2,0.2,0.0,0.0,5.0,0.0,2,1998.6666,6013,300.64999,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,8,5997,1999.0,73,65015,1875
Salafist Group for Preaching and Fighting (GSPC),2006,0,Salafist Group for Call and Combat (GSPC),Algeria,615,145.0,6,,GSPC: Salafist Group for Call and Combat,,,,,,,,145,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,4,0,11,0,1,5145,2,0,0,6,0,0,11,0,0,1.2,0.0,0.0,5.5,0.0,0,1715.0,5165,258.25,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,7,5147,1715.6666,32,26727,813
Salafist Group for Preaching and Fighting (GSPC),2007,0,Salafist Group for Call and Combat (GSPC),Algeria,615,145.0,6,,GSPC: Salafist Group for Call and Combat,,,,,,,,145,0,0,20,0,0,0,0,0,1,1,0,0,0,0,0,20,0,0,0,0,5,0,0,12595,0,0,0,1,0,1,5,0,0,0.2,0.0,0.33333334,2.5,0.0,0,4198.3335,12602,630.09998,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,6,12595,4198.3335,34,29811,945
Salafist Group for Preaching and Fighting (GSPC),2008,0,Salafist Group for Call and Combat (GSPC),Algeria,615,145.0,6,,GSPC: Salafist Group for Call and Combat,,,,,,,,145,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,16,0,0,2,0,5,0,0,4878,4,0,0,1,0,0,5,0,0,0.2,0.0,0.0,2.5,0.0,0,1626.0,4888,244.39999,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,7,4882,1627.3334,17,17887,543
Save Kashmir Movement,2002,0,Save Kashmir Movement,"India, Kashmir",750,437.0,92,,,,,,,,,,437,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,15124,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.5,0.0,0,5041.3335,15125,756.25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,22,1,0,4,15124,5041.3335,3,1550,49
Save Kashmir Movement,2004,0,Save Kashmir Movement,"India, Kashmir",750,437.0,92,,,,,,,,,,437,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,7,0,0,0,0,0,0,0,7660,1,1,0,1,0,1,1,0,1,0.2,0.0,0.33333334,0.5,0.0,1,2553.3333,7665,383.25,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,19,1,0,8,7661,2553.6667,5,4437,179
Sekihotai,1988,0,Sekihotai,Japan,740,409.0,101,,,,,,,,,,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,929,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,1.0,0.0,0,309.66666000000004,931,46.549999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,2,1,0,3,929,309.66666000000004,4,1686,73
Sekihotai,1990,0,Sekihotai,Japan,740,409.0,101,,,,,,,,,,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3175,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1058.3334,3175,158.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,2,3175,1058.3334,1,469,20
Shining Path (SL),1983,0,Shining Path,Peru,135,84.0,159,,,,,,,,,,84,10,1,16,0,0,0,0,7,0,5,0,0,1,0,0,67,0,0,40,0,23,0,3,929,1,13,0,10,0,6,36,7,1,2.0,0.0,2.0,18.0,3.5,1,309.66666000000004,994,49.700001,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,1,1,1,12,930,310.0,194,89881,3204
Shining Path (SL),1984,0,Shining Path,Peru,135,84.0,159,,,,,,,,,,84,24,0,5,0,0,0,0,15,0,1,0,0,6,0,0,41,0,0,18,0,12,0,3,156,0,8,0,24,0,1,20,15,6,4.8000002,0.0,0.33333334,10.0,7.5,6,52.0,225,11.25,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,1,1,2,2,1,0,10,156,52.0,147,79667,2839
Shining Path (SL),1985,0,Shining Path,Peru,135,84.0,159,,,,,,,,,,84,82,1,18,0,0,0,0,27,0,5,0,0,1,0,0,68,0,0,16,0,9,0,5,1,2,5,1,82,1,6,14,27,1,16.4,0.33333334,2.0,7.0,13.5,1,0.33333334,146,7.3000002,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,2,1,1,13,3,1.0,209,137788,5207
Shining Path (SL),1986,0,Shining Path,Peru,135,84.0,159,,,,,,,,,,84,20,2,25,0,0,0,0,25,0,1,0,0,3,0,0,101,0,0,24,0,12,0,4,1528,2,6,0,20,0,3,18,25,3,4.0,0.0,1.0,9.0,12.5,3,509.33334,1605,80.25,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,2,1,1,12,1530,510.0,208,120858,4183
Shining Path (SL),1987,0,Shining Path,Peru,135,84.0,159,,,,,,,,,,84,18,3,43,0,0,0,0,11,0,2,0,0,0,0,0,65,0,0,8,0,15,0,1,19060,1,2,0,18,0,5,17,11,0,3.5999999,0.0,1.6666666,8.5,5.5,0,6353.3335,19123,956.1500199999999,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,3,2,1,1,11,19061,6353.6665,161,99462,3627
Shining Path (SL),1988,0,Shining Path,Peru,135,84.0,159,,,,,,,,,,84,37,1,19,0,0,0,0,22,0,7,0,0,2,0,0,127,0,0,13,0,13,0,3,12595,1,11,0,37,0,8,24,22,2,7.400000099999999,0.0,2.6666667,12.0,11.0,2,4198.3335,12704,635.2000099999999,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,2,1,1,12,12596,4198.6665,197,145763,5425
Shining Path (SL),1989,0,Shining Path,Peru,135,84.0,159,,,,,,,,,,84,51,5,49,0,0,0,0,20,0,13,0,0,4,0,0,248,0,0,24,0,37,1,11,5996,8,10,2,51,3,18,47,20,4,10.2,1.0,6.0,23.5,10.0,4,1998.6666,6178,308.89999,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,2,1,1,14,6004,2001.3334,379,273569,10141
Shining Path (SL),1990,0,Shining Path,Peru,135,84.0,159,,,,,,,,,,84,46,7,39,0,0,0,0,26,0,11,0,0,17,0,0,295,0,0,48,0,64,0,7,5676,4,18,2,46,2,18,82,26,17,9.1999998,0.66666669,6.0,41.0,13.0,17,1892.0,5930,296.5,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,2,1,1,13,5680,1893.3334,410,332012,12980
Shining Path (SL),1991,0,Shining Path,Peru,135,84.0,159,,,,,,,,,,84,129,6,43,0,0,0,0,21,0,31,0,0,48,0,0,244,0,0,50,0,73,0,10,4434,10,29,4,129,4,37,102,21,48,25.799999,1.3333334,12.333333,51.0,10.5,48,1478.0,4838,241.89999,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,2,1,1,13,4444,1481.3334,389,300078,11714
Shining Path (SL),1992,0,Shining Path,Peru,135,84.0,159,,,,,,,,,,84,74,6,327,0,0,0,0,47,0,39,0,0,85,0,0,626,0,0,164,0,165,0,15,3,22,44,3,74,3,45,209,47,85,14.8,1.0,15.0,104.5,23.5,85,1.0,583,29.15,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,2,1,1,13,25,8.333333,1020,713829,28278
Shining Path (SL),1994,0,Shining Path,Peru,135,84.0,159,,,,,,,,,,84,35,2,108,0,0,0,0,3,0,12,0,0,10,0,0,138,0,0,19,0,58,0,5,15,8,13,1,35,1,14,71,3,10,7.0,0.33333334,4.6666665,35.5,1.5,10,5.0,170,8.5,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,2,1,1,13,23,7.666666499999999,224,201128,7553
Shining Path (SL),1995,0,Shining Path,Peru,135,84.0,159,,,,,,,,,,84,43,3,77,0,0,0,0,12,0,20,0,0,6,0,0,252,0,0,29,0,68,0,7,1320,5,21,0,43,0,23,89,12,6,8.6000004,0.0,7.666666499999999,44.5,6.0,6,440.0,1520,76.0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,2,1,1,12,1325,441.66666,287,239240,9274
Shining Path (SL),1996,0,Shining Path,Peru,135,84.0,159,,,,,,,,,,84,48,3,141,0,0,0,0,17,0,18,0,0,6,0,0,251,0,0,66,0,33,0,16,14800,6,13,3,48,3,21,46,17,6,9.6000004,1.0,7.0,23.0,8.5,6,4933.3335,14972,748.59998,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,2,1,1,13,14806,4935.3335,322,291116,10790
Shining Path (SL),1997,0,Shining Path,Peru,135,84.0,159,,,,,,,,,,84,22,7,138,0,0,0,0,3,0,24,0,0,9,0,0,231,0,0,57,0,43,0,6,4878,5,11,1,22,1,31,54,3,9,4.4000001,0.33333334,10.333333,27.0,1.5,9,1626.0,5030,251.5,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,2,1,1,13,4883,1627.6666,296,269294,10427
Shining Path (SL),1998,0,Shining Path,Peru,135,84.0,159,,,,,,,,,,84,6,5,33,0,0,0,0,2,0,3,0,0,7,0,0,75,0,0,13,0,35,0,8,5145,1,14,1,6,1,8,49,2,7,1.2,0.33333334,2.6666667,24.5,1.0,7,1715.0,5228,261.39999,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,2,1,1,13,5146,1715.3334,118,104180,4405
Shining Path (SL),1999,0,Shining Path,Peru,135,84.0,159,,,,,,,,,,84,11,3,97,0,0,0,0,18,0,7,0,0,22,0,0,112,0,0,40,0,28,0,2,756,6,4,1,11,1,10,32,18,22,2.2,0.33333334,3.3333333,16.0,9.0,22,252.0,869,43.450001,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,2,1,1,13,762,254.0,162,125964,4602
Shining Path (SL),2000,0,Shining Path,Peru,135,84.0,159,,,,,,,,,,84,28,7,113,0,0,0,0,18,0,14,0,0,8,0,0,161,0,0,78,0,40,0,8,2052,7,8,4,28,4,21,48,18,8,5.5999999,1.3333334,7.0,24.0,9.0,8,684.0,2208,110.4,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,2,1,1,13,2059,686.33331,221,226644,8596
Shining Path (SL),2001,0,Shining Path,Peru,135,84.0,159,,,,,,,,,,84,26,15,93,0,0,0,0,7,0,15,0,0,4,0,0,124,0,0,31,0,48,0,9,2736,6,22,0,26,0,30,70,7,4,5.1999998,0.0,10.0,35.0,3.5,4,912.0,2901,145.05,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,2,1,1,12,2742,914.0,190,231108,9255
Shining Path (SL),2002,0,Shining Path,Peru,135,84.0,159,,,,,,,,,,84,19,1,63,1,0,0,0,5,0,7,0,0,10,0,0,157,0,0,34,0,34,0,12,1321,11,25,2,19,2,8,59,5,10,3.8,0.66666669,2.6666667,29.5,2.5,10,440.33334,1442,72.099998,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,3,2,1,1,14,1333,444.33334,226,213602,8095
Shining Path (SL),2003,0,Shining Path,Peru,135,84.0,159,,,,,,,,,,84,28,16,148,2,0,0,0,17,0,23,0,0,11,0,0,248,0,0,43,0,73,0,15,2669,7,72,0,28,0,39,145,17,11,5.5999999,0.0,13.0,72.5,8.5,11,889.66669,2948,147.39999,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,3,2,1,1,13,2678,892.66669,278,407955,14849
Shining Path (SL),2004,0,Shining Path,Peru,135,84.0,159,,,,,,,,,,84,6,0,84,0,0,0,0,2,0,11,0,0,4,0,0,155,0,0,32,0,31,0,9,4,2,14,0,6,0,11,45,2,4,1.2,0.0,3.6666667,22.5,1.0,4,1.3333334,82,4.099999899999999,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,2,2,1,0,11,6,2.0,100,177164,5538
Shining Path (SL),2005,0,Shining Path,Peru,135,84.0,159,,,,,,,,,,84,116,3,112,0,0,0,0,5,0,7,0,0,3,0,0,148,0,0,20,0,55,0,8,2,7,11,2,116,2,10,66,5,3,23.200001,0.66666669,3.3333333,33.0,2.5,3,0.66666669,216,10.8,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,2,1,1,13,9,3.0,127,233736,8239
Shining Path (SL),2006,0,Shining Path,Peru,135,84.0,159,,,,,,,,,,84,4,3,31,0,0,0,0,5,0,5,0,0,5,0,0,70,0,0,4,0,33,0,4,14,7,8,2,4,2,8,41,5,5,0.80000001,0.66666669,2.6666667,20.5,2.5,5,4.6666665,121,6.0500002,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,2,1,1,13,21,7.0,132,193146,7425
Shining Path (SL),2007,0,Shining Path,Peru,135,84.0,159,,,,,,,,,,84,5,2,145,0,0,0,0,0,0,5,0,0,2,0,0,69,0,0,21,0,14,0,4,196,5,8,0,5,0,7,22,0,2,1.0,0.0,2.3333333,11.0,0.0,2,65.333336,238,11.9,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,3,2,1,1,11,201,67.0,101,101655,3676
Shining Path (SL),2009,0,Shining Path,Peru,135,84.0,159,,,,,,,,,,84,14,0,85,0,0,0,0,0,0,5,0,0,4,0,0,78,0,0,4,0,18,0,6,13888,4,4,0,14,0,5,22,0,4,2.8,0.0,1.6666666,11.0,0.0,4,4629.3335,13940,697.0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,2,2,1,0,10,13892,4630.6665,127,121382,4437
Shining Path (SL),2012,0,Shining Path,Peru,135,84.0,159,,,,,,,,,,84,2,0,36,0,0,0,0,3,0,13,0,0,1,0,0,110,0,0,35,0,16,0,7,5855,18,0,0,2,0,13,16,3,1,0.40000001,0.0,4.3333335,8.0,1.5,1,1951.6666,5914,295.70001,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,2,1,0,10,5873,1957.6666,113,99631,3636
